Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng,Sentiment
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,6/19/2017,7.7,Hotel Arena, United Kingdom , Bed was on upper level with a narrow twist staircase No USB port for mobile phone charging not even via thr tv s Some sockets didn t work and had loose covers dangerous Some corridors were poorly lit ,40,1403,,17,1,6.3,"[' Leisure trip ', ' Travelers with friends ', ' Duplex Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",45 days,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,06-12-2017,7.7,Hotel Arena, France , Our room was an overrated disaster room 231 dirty smelly hot and very noisy of the banging doors in the corridor and from the other rooms We moved the couch a bid and the dirt and dust of months no cleaning appeared the smell of the gutter was very disturbing the lighting was too weak and a black bathroom is the worst design disaster one can imagine We found the whole hotel dirty dusty and dated To spend more then 243 Euros for a dirty attic room is daylight robbery ,92,1403,,75,12,3.8,"[' Couple ', ' Duplex Double Room ', ' Stayed 2 nights ']",52 days,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,06-10-2017,7.7,Hotel Arena, Germany , Sadly I cannot say that the rooms are clean enough for me When we got in our room we immediately notice there s something wet and sticky like juice or something just next to our bed We called the front desk and they said they will send a cleaning lady to us We waited at least half an hour and no one showed up We had to go to the front desk and complain again When we got back later in the evening the juice has been removed but there s still some hair on the spot We were however no interest to complain anymore Also on the wall in the room on the curtain and in the bathroom there s a lot of stains which I had to ignore the whole time I didn t feel comfortable at all The staff at front desk are very friendly However I guess they pay really bad to their cleaning ladies First you will not be greeted by the cleaning staffs if you run into one at the hallway What more annoying is that I got woke up at 7 in the morning by the cleaning ladies because they closed the doors so loudly when they were cleaning other rooms And they didn t close it loudly just once but for at least on hour They kept open and close the door I was really annoyed I was in my holiday and I just wanted to have a good sleep at least The parking place was small but ok When we arrived the ticket machine was broken Someone told us we don t need a ticket to get in for now and we just have to inform the front desk when we check in We did so and paid for 2 days when we checked out When we drove out the ticket machine was broken again So we didn t actually have to plug in the ticket which we have paid with a lot of money Of course we should pay for it because we parked there but still I was not so happy because I have the feeling that I paid for nothing ,364,1403,,37,21,5.4,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 2 nights ']",54 days,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,5/29/2017,7.7,Hotel Arena, Ireland , Transportation was a bit of a pain but on route to your destination there is amazing views at every corner ,22,1403,,51,1,9.6,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",66 days,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,5/27/2017,7.7,Hotel Arena, United Kingdom , Nothing ,3,1403,,130,2,9.6,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",68 days,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,5/25/2017,7.7,Hotel Arena, United States of America , The bathroom in our room was a black glass box It theory it s cool in practice it leaves a lot to be desired Little privacy not enough light at the mirror and the shower leaked into the hall It did however allow for a loft space with a desk chairs and a second tv ,57,1403,,43,4,8.3,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",70 days,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,5/25/2017,7.7,Hotel Arena, United Kingdom , Nothing at all to do with the Hotel of course but people tend to Slam their bedroom doors as they leave so if you re thinking of having a little lay in just be prepared for a Slam to awake you Other than that nothing to fault at all ,51,1403,,134,2,9.6,"[' Leisure trip ', ' Group ', ' Duplex Double Room ', ' Stayed 2 nights ']",70 days,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,5/22/2017,7.7,Hotel Arena, France , Careful they are still renovating the building and start at 8am so it suits for business people but if you want a relaxing stay the noise can annoy you ,31,1403,,6,25,8.3,"[' Business trip ', ' Solo traveler ', ' Duplex Twin Room ', ' Stayed 2 nights ']",73 days,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,5/21/2017,7.7,Hotel Arena, United States of America , We had 2 different rooms here and both were duplexes with identical floorplans There was very little space and the staircase was precarious with no handrail Was kind of a pain to have to go downstairs every time we needed something out of our luggage or needed to use the bathroom ,53,1403,,22,4,8.3,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ']",74 days,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,5/16/2017,7.7,Hotel Arena, Hungary , There is an ongoing construction enlarging the hotel The hotel s restaurant is nice but overpriced The bathroom is not very practical ,24,1403,,49,2,9.2,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ']",79 days,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,5/16/2017,7.7,Hotel Arena, Ireland , Little bit on the pricey side,7,1403,,28,5,9.2,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",79 days,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,05-11-2017,7.7,Hotel Arena, United Kingdom , Extensive restorations works going on We had scaffolding outside our window blocking the view Temporary reception area The building is an old hospital you can still see the hospital aspects on the inside When the work is completed i m sure it will be fabulous No fridge in the room well there was one but it was very ineffective ,61,1403,,16,14,7.1,"[' Leisure trip ', ' Group ', ' 2 rooms ', ' Stayed 4 nights ']",84 days,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,05-11-2017,7.7,Hotel Arena, United States of America , Our bathroom had an urine order Shower was very slippery No shower chair handles or bars Bed was uncomfortable and mattress pad was too big and you felt like you were falling off Very expensive and breakfast was not included Construction and remodeling were going on and we were inconvenienced by it There was a park and that was nice Not close to town or museums ,68,1403,,0,1,4.2,"[' Leisure trip ', ' Group ', ' Duplex Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",84 days,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,05-09-2017,7.7,Hotel Arena, Netherlands , Please see above,4,1403,,40,1,6.7,"[' Leisure trip ', ' Family with young children ', ' Duplex Double Room ', ' Stayed 2 nights ']",86 days,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,05-02-2017,7.7,Hotel Arena, United States of America , The rooms were cold Although nice the room decor was basic and unwelcoming It could use some design help an area rug or two ,26,1403,,32,6,7.9,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",93 days,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,4/27/2017,7.7,Hotel Arena, Israel , Construction on site but not mentioned on booking com The breakfast can be improved it is quite expensive for its quality ,23,1403,,52,2,8.3,"[' Leisure trip ', ' Couple ', ' Large King Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",98 days,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,4/26/2017,7.7,Hotel Arena, Ireland , not cleaned well lady pushing to pay during my breakfast poor signs for temporary reception during renovation,18,1403,,11,5,7.1,"[' Business trip ', ' Group ', ' Duplex Double Room ', ' Stayed 1 night ']",99 days,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,4/20/2017,7.7,Hotel Arena, Russia , The glass wall separating the bathroom and the toilet from the room is a weird solution for double It is necessary to darken the glasses much more ,29,1403,,56,85,8.8,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 2 nights ']",105 day,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,4/20/2017,7.7,Hotel Arena, United Kingdom , the only thing that would of been better is if i had booked more nights But apart from that there is not really much I dislike about the Hotel I suppose if there is one thing the room I had did not have a view only other rooms but I dont tend to go on holiday to sit in my hotel room staring out the window so not really a great deal I can find that I did not like plus stayed for 2 nights and this place was perfect for that,93,1403,,186,2,8.8,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 2 nights ']",105 day,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,4/19/2017,7.7,Hotel Arena, Canada , Staff a few were friendly and willing enough to help but we ran into one gentleman who seemed to be in training and was totally ineffective Every question we asked had to be referred to someone else he wouldn t make eye contact he wouldn t even just say I don t know the answer let me find out for you There didn t seem to be a manager around Unfortunately there is still a lot of construction going on so it is difficult to see what the building will be like when finished The temporary reception area is in a very small dark area under the central staircase too bad Breakfast was overpriced for a good but ordinary buffet ,122,1403,,15,1,6.3,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 3 nights ']",106 day,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,4/18/2017,7.7,Hotel Arena, Germany , Several parts of the building outside are under construction at the moment and getting to the reception required a little search around Also the standard rooms are located towards a rather frequented street which gets very noisy when opening the windows This is rather necessary though due to the sleeping area on the first floor of the room being somewhat stuffy ,63,1403,,41,26,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ']",107 day,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,4/16/2017,7.7,Hotel Arena, United Kingdom , Hotel undergoing the building of a new wing not that this caused us any issues except signs of building work meant reception was a temporary pop up affair Rooms that we had were tired and in need of some love First room had a broken window mechanism and signs of damp with chunks of plaster missing around the window area Shower did not drain properly and overflowed after only a couple of minutes We requested another room which we duly transferred too which was better although bathroom lights would work for no longer than 5 minutes before they went out guess a problem with a transformer overloading Fault reported but not rectified during our stay The building is magnificent the rooms we had just needed some care and attention and then the hotel would be first rate ,139,1403,,50,8,6.7,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",109 day,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,4/14/2017,7.7,Hotel Arena, Switzerland , Hotel is going through a major construction renovation was not mentioned during the booking process Staff is poorly trained check in did not work breakfast staff was more interested in me signing the breakfast check although I prepaid the breakfast then serving my cappuccino Room was huge 3 4 meter high ceilings and freezing cold Heating worked in the bathroom very hot but not in the room Was not able to take a shower in the morning water was boiling hot could not regulate the temperature Forget working in the room no working area feels more like a sanatorium And for all that I paid 250 Never again ,110,1403,,15,4,2.9,"[' Business trip ', ' Solo traveler ', ' Large King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",111 day,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,04-10-2017,7.7,Hotel Arena, United Kingdom , Water pressure in my shower was no existent Feel bad even saying that ,15,1403,,23,8,9.6,"[' Business trip ', ' Group ', ' 2 rooms ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",115 day,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,04-05-2017,7.7,Hotel Arena, United States of America , The service was awful They refused to take ownership of a mistake on their part even after being asked about it in the morning ,26,1403,,11,1,3.3,"[' Leisure trip ', ' Group ', ' Large King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",120 day,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,04-05-2017,7.7,Hotel Arena, India , Bathroom lighting could have been brighter The airconditioning of our room 303 could not be turned down lower than 23 degrees celcius The refrigerator in our room was not cooling there was no thermostat The toiletries were not replenished shampoo shower gel dispenser was empty and was not replenished on the second day either ,56,1403,,33,1,7.9,"[' Leisure trip ', ' Family with young children ', ' Large King Room ', ' Stayed 2 nights ']",120 day,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,04-05-2017,7.7,Hotel Arena, United Kingdom , The hotel is under construction which was never mentioned when I booked it or at any point until we arrived there We then wandered around empty half finished corridors looking for the temporary lobby The room was nice but the bathroom is a glass box inside the bedroom it s not in anyway private Showering or using the toilet feels aptly like you are performing in some kinky Amsterdam window there was also a nail sticking up at the entrance of the glass bathroom which I first discovered with my barefoot We woke up to the sound of scaffolding being hammered together and someone drilling concrete Hardly the relaxing break from noisey London that I believed I had booked The pictures are of a hotel looking over a park yet the room looked over an empty courtyard scattered with random bits of scaffolding and debris The first floor corridor smelled like they were having some serious blocked plumbing issue or perhaps another guest was very unwell Their 17 breakfast is really lazily thrown together with cheap products and entirely tasteless honestly not worth it get breakfast somewhere else instead We spent 100 in 3 days on uber because this hotel is over a mile from anything and the novelty of walking around pretty canals ends 20 minutes before this hotel even comes into view They will also take 50 deposit from you in advance for every day you are planning to stay This meant on arrival I suddenly had to pay a further 150 which caused a non sterling transaction charge on my card only to have the full amount refunded when we left minus the bank charges for this pointless but menditory transaction We made the best of it but I really wish they had been open about the current state of the place and I definitely would have stayed somewhere else ,315,1403,,3,7,4.2,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",120 day,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,3/29/2017,7.7,Hotel Arena, United Kingdom , The hotel is a little out of the main town but accessible by tram The hotel restaurant was a little disappointing the food was great but we waited too long for it due to waiting staff prioritising large groups ,41,1403,,32,2,8.3,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",127 day,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,3/22/2017,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403,,77,3,10,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 2 nights ']",134 day,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,3/22/2017,7.7,Hotel Arena, United Arab Emirates , Service horrible Pillows super stiff and big could break your neck Room service was done they removed the towels and did not leave us with anything Door was not closing and found out on second day that it can be easily opened Service in general was poor I would not stay here,53,1403,,4,2,5.4,"[' Business trip ', ' Couple ', ' Large King Room ', ' Stayed 1 night ']",134 day,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,3/20/2017,7.7,Hotel Arena, United Kingdom , The bar was shut when I got back at midnight which seemed quite early for a hotel bar on a Saturday night in a city like Amsterdam ,29,1403,,39,11,9.6,"[' Leisure trip ', ' Solo traveler ', ' Duplex Double Room ', ' Stayed 1 night ']",136 day,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,3/19/2017,7.7,Hotel Arena, United Kingdom , When arriving I was told I had to pay 19 city tax That wasn t shown on the policies I pre paid extra for there to be petals on the bed there were no petals The sheets weren t changed the cleaner just made the bed didn t even sweep the floor When checking out the receptionist said she would call a taxi for us We waited 30 minutes after 15 we asked how long it would be she said I will check she said that twice Made us late for the airport and nearly missed our flight Wasn t happy at all ,105,1403,,6,1,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",137 day,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,3/18/2017,7.7,Hotel Arena, Netherlands , I loved everything ,5,1403,,65,34,10,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",138 day,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,3/16/2017,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403,,49,4,10,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",140 day,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,03-06-2017,7.7,Hotel Arena, Poland , when you take a shower the whole floor is in the water problem with opening the garage door curtained window some construction,23,1403,,12,27,7.9,"[' Leisure trip ', ' Solo traveler ', ' Duplex Double Room ', ' Stayed 3 nights ']",150 day,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,2/20/2017,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403,,76,2,10,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ']",164 day,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,2/17/2017,7.7,Hotel Arena, United Kingdom , there was construction work going on in the hotel which i was not expecting and would like to have known about in advance the bar staff we not keen to serve use when we arrived late from the airport at 11 30pm despite at check in being told the bar was open until 12 mid night ,58,1403,,11,1,7.1,"[' Business trip ', ' Solo traveler ', ' Duplex Double Room ', ' Stayed 1 night ']",167 day,52.3605759,4.9159683,0
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,2/17/2017,7.7,Hotel Arena, United Kingdom , Some building work was being carried out during our stay which was noisy but obviously unavoidable stairs in our room were very narrow and steep which meant getting up in the middle of the night to go to the toilet was a real task ,46,1403,,50,2,7.9,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",167 day,52.3605759,4.9159683,0
